modele_id,marque,marque_id,modele,nom_complet,nom_affichage,nom_fr,titre_fr,type_fr,prix_lancement_eur,prix_source,marche_fr,priorite,vues_60j,a_version_fr,nb_langues,titre_wikipedia,pays_origine,ecole,categorie,annee_debut,annee_fin,cylindree_cc,architecture,refroidissement,puissance_ch,puissance_kw,puissance_tr_min,couple_nm,couple_tr_min,poids_kg,poids_type,poids_sec_kg,poids_tous_pleins_kg,hauteur_selle_mm,empattement_mm,longueur_mm,largeur_mm,hauteur_mm,reservoir_l,vitesse_max_kmh,a2_compatible,a2_detail,moteur,alesage_course,compression,transmission,cadre,suspension,freins,pneus,consommation,predecesseur,successeur,aussi_appele,image_url,wikidata_id,url_wikipedia,url_wikipedia_fr,source_specs_fr,image_vignette,image_licence,image_auteur,image_page,image_utilisable,resume_fr,production_raw,completude_pct,alertes,source
yamaha-yze-750,Yamaha,yamaha,Yamaha YZE 750,Yamaha YZE 750,Yamaha YZE 750,,,,,,oui,103.0,388,non,0,Yamaha YZE 750,Japon,japonaise,Tout-terrain,1988,1991,802.5,,,76.0,55.93,7000,,,194.0,à sec,194.0,,,,,,,,,non,puissance > 35 kW,"802.5 cc / parallel twin 5-valve DOHC / (0WC5, 1991)",87 × 67.5 mm,,5-speed,,,,,,Yamaha XT 680,Yamaha YZE 850,Super Téneré,https://upload.wikimedia.org/wikipedia/commons/e/eb/1991_Yamaha_YZE750T_Super_T%C3%A9n%C3%A9r%C3%A9_%28OWC5%29.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q47308530,https://en.wikipedia.org/wiki/Yamaha_YZE_750,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/1991_Yamaha_YZE750T_Super_T%C3%A9n%C3%A9r%C3%A9_%28OWC5%29.JPG/960px-1991_Yamaha_YZE750T_Super_T%C3%A9n%C3%A9r%C3%A9_%28OWC5%29.JPG,CC BY-SA 4.0,Rainmaker47,https://commons.wikimedia.org/wiki/File:1991_Yamaha_YZE750T_Super_T%C3%A9n%C3%A9r%C3%A9_(OWC5).JPG,oui,,1988–1991,47,,Wikipedia EN (CC BY-SA 4.0)
yamaha-yz-100,Yamaha,yamaha,Yamaha YZ100,Yamaha YZ100,Yamaha YZ 100,Yamaha YZ100,Yamaha YZ 100,,,,oui,102.9,45,oui,1,Yamaha YZ 100,Japon,japonaise,,1980,1984,98.0,,Air,,,,,,87.0,à sec,87.0,,,,,,,4.6,,,,"monocylindre, 2 temps refroidi par air",,,par chaîne,double berceau,"fourche télescopique 140 mm (1980), fourche 250 mm / cantilver 120 mm (1980), monocross 250 mm",tambour simple came / tambour simple came,,,,,,,Q90354329,https://fr.wikipedia.org/wiki/Yamaha_YZ_100,https://fr.wikipedia.org/wiki/Yamaha_YZ_100,,,,,,inconnu,,1980 - 1984,40,,Wikipédia FR (CC BY-SA 4.0)
soko-1000,Sokół,soko,Sokół 1000,Sokół 1000,Sokół 1000,,,,,,non,102.8,870,non,3,Sokół 1000,,,,1933,1939,995.4,V-twin,,18.2,13.42,,,,,,,,,1464.0,2270.0,800.0,1135.0,20.0,100.0,à vérifier,poids inconnu,"995.4 cc, four-stroke 45° v-twin",83 × 92 mm,5:1,,,6-spring,,,,,,CWS M111,https://upload.wikimedia.org/wikipedia/commons/8/8f/Sok%C3%B3%C5%821000.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7555459,https://en.wikipedia.org/wiki/Sokół_1000,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Sok%C3%B3%C5%821000.jpg/960px-Sok%C3%B3%C5%821000.jpg,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:Sok%C3%B3%C5%821000.jpg,oui,,"1933–1939 (ca. 3,400)",53,,Wikipedia EN (CC BY-SA 4.0)
suzuki-cs,Suzuki,suzuki,Suzuki CS,Suzuki CS,Suzuki CS,,,,,,oui,102.8,321,non,0,Suzuki CS,Japon,japonaise,Scooter / Cyclomoteur,1982,1988,49.0,Monocylindre,Air,,,,,,65.0,à sec,65.0,,,,,,,,,,,"Near vertical 49 – two-stroke, 125 cc four-stroke, air-cooled single",,,"3 speed, automatic with wet multi-plate centrifugal clutch",Step through pressed steel monocoque underbone,"Front: Mono-fork, Trailing link, telescopic shock / Rear: Integrated engine/gearbox swingarm, telescopic shock",Front: drum / Rear: drum,,100 mpgimp,,,Suzuki Gemma / Puch Lido / Suzuki Roadie,https://upload.wikimedia.org/wikipedia/commons/7/75/Suzuki_CS50_DD_%281983%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7651214,https://en.wikipedia.org/wiki/Suzuki_CS,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Suzuki_CS50_DD_%281983%29.jpg/960px-Suzuki_CS50_DD_%281983%29.jpg,CC BY-SA 3.0,Scooterdan,https://commons.wikimedia.org/wiki/File:Suzuki_CS50_DD_(1983).jpg,oui,,1982–1988,53,,Wikipedia EN (CC BY-SA 4.0)
honda-cj-series,Honda,honda,CJ360T,Honda CJ360T,Honda CJ360T,,,,,,oui,102.8,468,non,0,Honda CJ series,Japon,japonaise,Roadster,,,356.8,,Air,,,,,,,,,,762.0,1374.0,,,,,,,,"356.8 cc, fourstroke, air-cooled, upright twin",67 × 50.6 mm,9.3:1,5-speed,,Front: telescopic / Rear: swingarm,Front: Single disc / Rear: drum,,,,,,,Q5892299,https://en.wikipedia.org/wiki/Honda_CJ_series,,,,,,,inconnu,,,40,,Wikipedia EN (CC BY-SA 4.0)
honda-joker,Honda,honda,Honda Joker,Honda Joker,Honda Joker,,,,,,oui,102.8,686,non,1,Honda Joker,Japon,japonaise,Scooter / Cyclomoteur,1996,1999,49.0,,,,,,,,,,,,,,,,,,,,,49cc / 90cc,Air-cooled 2-stroke single,,,,,,,,,,"Shadow, SRX50, SRX90",https://upload.wikimedia.org/wikipedia/commons/b/b9/Flyscooter_Il_Bello.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q5892526,https://en.wikipedia.org/wiki/Honda_Joker,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Flyscooter_Il_Bello.JPG/960px-Flyscooter_Il_Bello.JPG,CC BY-SA 3.0,Mindyblee at English Wikipedia,https://commons.wikimedia.org/wiki/File:Flyscooter_Il_Bello.JPG,oui,,1996–1999,27,,Wikipedia EN (CC BY-SA 4.0)
aprilia-rs125r,Aprilia,aprilia,Aprilia RS125R,Aprilia RS125R,Aprilia RS125R,,,,,,oui,102.7,648,non,3,Aprilia RS125R,Italie,italienne,,,,125.0,,,,,,,,115.0,à sec,115.0,,,,,,,,,,,125 cc two-stroke engine,,,,,,,,,Aprilia AF1 250,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Lucio_Cecchinello_-_GP_of_Autralia_2001.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3621035,https://en.wikipedia.org/wiki/Aprilia_RS125R,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Lucio_Cecchinello_-_GP_of_Autralia_2001.JPG/960px-Lucio_Cecchinello_-_GP_of_Autralia_2001.JPG,CC BY-SA 3.0,LCR Honda MotoGP Team,https://commons.wikimedia.org/wiki/File:Lucio_Cecchinello_-_GP_of_Autralia_2001.JPG,oui,,-,20,,Wikipedia EN (CC BY-SA 4.0)
ducati-aurea,Ducati,ducati,Ducati 125 Aurea,Ducati 125 Aurea,Ducati 125 Aurea,,,,,,oui,102.6,142,non,0,Ducati Aurea,Italie,italienne,Roadster,1958,1962,124.4,Monocylindre,Air,6.6,4.85,6500,,,103.3,tous pleins faits,90.0,103.3,790.0,,1920.0,,910.0,15.0,85.3,oui,"4.8 kW, 0.047 kW/kg","Air-cooled single cylinder 4-stroke, 124.4 cc displacement, 55.2 mm ∅ x 52 mm, 6.8:1 compression, 25° forward inclined. Dell'Orto MB18BS carburetor.",,,"4 speed manual. Gear ratios: I 1:2.69, II 1:1.85, III 1.36, IV 1:1. Chain 118 links 1/2"" x 3/16"" R-roller ∅ 8.51. Sprockets 17T front, 41T rear.",,Front: Marzocchi hydraulically damped telescopic fork. Rear: non-adjustable twin hydraulic shock swingarm.,"expanding double shoe drum, front and rear, 123 mm ∅ x 25 mm width, cable-operated","2.75 in x 16 in, tube type on spoke rims",,,,,,Q5311235,https://en.wikipedia.org/wiki/Ducati_Aurea,,,,,,,inconnu,,1958-1962,80,empattement_mm=1.26 hors [900-1900],Wikipedia EN (CC BY-SA 4.0)
kawasaki-ninja-zx-4r,Kawasaki,kawasaki,Kawasaki Ninja ZX-4R,Kawasaki Ninja ZX-4R,Kawasaki ZX-4R,,Kawasaki ZX-4R,,,,oui,102.5,0,oui,6,Kawasaki Ninja ZX-4R,Japon,japonaise,Sportive,2023,,399.0,4 cylindres en ligne,Liquide,77.1,56.7,14500,37.6,12500,188.0,tous pleins faits,,188.0,,1380.0,,,,15.0,235.0,non,puissance > 35 kW,"4-cylindres en ligne, 4T, refroidissement liquide",57 × 39.1 mm,"12,3:1",par chaîne,Steel diamond with truss structure,Front: telescopic fork,Front: Four-piston caliper with double 290 mm disc / Rear: Single-piston caliper with single 220 mm disc,Front: 120/70–17 (tubeless) / Rear: 160/60–17 (tubeless),,Kawasaki ZXR400/Ninja ZX-4R,,ZX-4RR,https://upload.wikimedia.org/wikipedia/commons/6/61/Kawasaki_Ninja_ZX-4R_SE_%2726_%281%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q116620201,https://en.wikipedia.org/wiki/Kawasaki_Ninja_ZX-4R,https://fr.wikipedia.org/wiki/Kawasaki_ZX-4R,https://fr.wikipedia.org/wiki/Kawasaki_ZX-4R,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Kawasaki_Ninja_ZX-4R_SE_%2726_%281%29.jpg/960px-Kawasaki_Ninja_ZX-4R_SE_%2726_%281%29.jpg,CC0,Oq10pass,https://commons.wikimedia.org/wiki/File:Kawasaki_Ninja_ZX-4R_SE_%2726_(1).jpg,oui,,2023–present,93,,Wikipedia EN (CC BY-SA 4.0)
suzuki-b-king,Suzuki,suzuki,Suzuki B-King,Suzuki B-King,Suzuki B-King,Suzuki 1300 B-King,Suzuki B-King,Roadster,13699,Wikipedia FR - prix au lancement (2007),oui,102.5,0,oui,12,Suzuki B-King,Japon,japonaise,Roadster,2007,2012,1340.0,,,183.5,134.97,,146.1,,262.18,tous pleins faits,234.96,262.18,805.0,1525.0,2220.0,800.0,1085.0,16.5,254.28,non,puissance > 35 kW,"4 cylindres en ligne, 4 temps refroidissement liquide",81.0 × 65.0 mm,,par chaîne,périmétrique,fourche télescopique / monoamortiseur,"2 disques ∅ 310 mm, étriers 4 pistons / 1 disque ∅ 260 mm, étrier 1 piston",120/70 x 17 / 200/50 x 17,,,,,https://upload.wikimedia.org/wikipedia/commons/1/10/Suzuki_B-King_black.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q2000575,https://en.wikipedia.org/wiki/Suzuki_B-King,https://fr.wikipedia.org/wiki/Suzuki_B-King,https://fr.wikipedia.org/wiki/Suzuki_B-King,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Suzuki_B-King_black.jpg/960px-Suzuki_B-King_black.jpg,CC BY 2.0,Reg Mckenna,https://commons.wikimedia.org/wiki/File:Suzuki_B-King_black.jpg,oui,La B-King est un modèle de motocyclette produit par le constructeur japonais Suzuki.,2007–2012,93,,Wikipedia EN (CC BY-SA 4.0)
bmw-r1200rt,BMW,bmw,BMW R1200RT,BMW R1200RT,BMW R 1200 RT,"BMW R1200, 1250, R1300 RT",BMW R 1200 RT,,,,oui,102.5,0,oui,13,BMW R1200RT,Allemagne,allemande,Routière / GT,2005,2019,1170.0,,,110.1,81.0,7750,120.0,6000,259.0,tous pleins faits,229.0,259.0,805.0,1485.0,2230.0,905.0,1430.0,25.0,200.0,non,puissance > 35 kW,Bicylindre à plat 4 temps refroidi par air/huile (2005-2013) ou par eau (depuis 2014),101 × 73 mm,12.0:1,Par cardan,"3 pièces, moteur porteur",Telelever / Paralever,"2 disques ∅ 320 mm, étriers fixes 4 pistons / 1 disque ∅ 276 mm, étrier flottants 2 pistons",Front: 120/70ZR17 on 3.50 x 17 rim / Rear: 180/55ZR17 on 5.50 x 17 rim / Cast aluminium wheels,41.6 mpgus,BMW R1150RT,BMW R1250RT,,https://upload.wikimedia.org/wikipedia/commons/9/91/R1200rt-2k.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q796691,https://en.wikipedia.org/wiki/BMW_R1200RT,https://fr.wikipedia.org/wiki/BMW_R_1200_RT,https://fr.wikipedia.org/wiki/BMW_R_1200_RT,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/R1200rt-2k.jpg/960px-R1200rt-2k.jpg,CC BY-SA 3.0,Jeffrey M Dean,https://commons.wikimedia.org/wiki/File:R1200rt-2k.jpg,oui,"La BMW R 1200 RT est un modèle de motocyclette du constructeur bavarois BMW. Elle succède à sa prédécesseuse la R1150RT, dont elle reprend les caractéristiques de base du moteur. La cylindrée passe à 1 170 cm3 par l'allongement de la course des pistons de 2,4 mm. La R1200RT est présentée début 2005. La puissance est en hausse de 15 cv pour 110 chevaux et 259 kg tous pleins faits ce qui en fera la RT la plus légère produite par BMW. Le réservoir a une capacité de 27 litres dont 4l de réserve. En 2010 elle évolue avec un style légèrement revu, des commodos standardisés, l'arrivée de la molette de contrôle et surtout un nouveau moteur doté d'un double arbre à cames en tête. La puissance reste identique mais elle gagne en couple et en souplesse. En 2014, la nouvelle R1200RT LC (liquid cooler) est présentée avec un tout nouveau moteur. Le couple grimpe à 12,7 mkg et la puissance à 126 cv pour",2005-2019,93,,Wikipedia EN (CC BY-SA 4.0)
yamaha-ybr125,Yamaha,yamaha,Yamaha YBR125,Yamaha YBR125,Yamaha YBR 125,Yamaha YBR 125,Yamaha YBR 125,,2185,Wikipedia FR - prix au lancement (2005),oui,102.5,0,oui,13,Yamaha YBR125,Japon,japonaise,Roadster,2005,,124.0,Monocylindre,Air,10.0,7.35,7800.0,,6000.0,106.0,à sec,106.0,,780.0,1290.0,1985.0,745.0,1080.0,13.0,118.0,oui,"7.3 kW, 0.069 kW/kg","monocylindre 4 temps, refroidi par air",54.0 × 54.0 mm,10.0:1,par chaîne,simple berceau,fourche télescopique (110 mm) / 2 combinés (105 mm),"1 disque Ø 245 mm, étrier 1 piston / tambour Ø 130 mm",2.75 x 18 / 90/90 x 18,,Yamaha SR125,Yamaha YS125,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Yamaha_YBR125_%28Fuel_Injection_-_EU_Spec%29.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1373162,https://en.wikipedia.org/wiki/Yamaha_YBR125,https://fr.wikipedia.org/wiki/Yamaha_YBR_125,https://fr.wikipedia.org/wiki/Yamaha_YBR_125,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Yamaha_YBR125_%28Fuel_Injection_-_EU_Spec%29.JPG/960px-Yamaha_YBR125_%28Fuel_Injection_-_EU_Spec%29.JPG,Public domain,Nevilleg,https://commons.wikimedia.org/wiki/File:Yamaha_YBR125_(Fuel_Injection_-_EU_Spec).JPG,oui,"La YBR 125 est un modèle de motocyclette, de type roadster de Yamaha.",2005–present,93,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-gpz1100abs,Kawasaki,kawasaki,GPZ 1100,Kawasaki GPZ 1100,Kawasaki GPZ 1100,,,,,,oui,102.4,206,non,0,Kawasaki GPZ1100ABS,Japon,japonaise,Routière / GT,1995,1998,1152.0,,,124.7,91.72,,100.33,,267.62,tous pleins faits,242.03,267.62,789.94,1513.84,,,,21.9,249.45,non,puissance > 35 kW,1152 cc inline four,76.0 × 58.0 mm,,,,,,,,GPZ1100 (1981 – 1985),,Horizont/ABS,,Q17049271,https://en.wikipedia.org/wiki/Kawasaki_GPZ1100ABS,,,,,,,inconnu,,1995-1998,67,,Wikipedia EN (CC BY-SA 4.0)
lambretta-special-x,,,Lambretta Special X,Lambretta Special X,Lambretta Special X,,,,,,non,102.1,478,non,0,Lambretta Special X,,,Scooter / Cyclomoteur,1966,1969,148.0,Monocylindre,,9.5,6.99,,,,120.2,à sec,120.2,,,,1800.0,700.0,1030.0,8.3,90.12,oui,"7.0 kW, 0.058 kW/kg","148 cc, two-stroke, single / 198 cc, two-stroke, single",150: 62 × 58 mm / 200: 66 × 58 mm,,"4-Speed, handlebar twist grip, manual, chain final drive",Tubular,Front: Telescopic forks / Rear: Shock absorber,"150: front and rear drums / 200: front disc, rear drum",3.50*10,150: 93 mpgimp / 200: 93 mpgimp,Lambretta TV200,Lambretta GP/DL,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Lambretta_X_200_Special_-_1966_02.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q6481547,https://en.wikipedia.org/wiki/Lambretta_Special_X,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Lambretta_X_200_Special_-_1966_02.JPG/960px-Lambretta_X_200_Special_-_1966_02.JPG,CC BY-SA 4.0,OppidumNissenae,https://commons.wikimedia.org/wiki/File:Lambretta_X_200_Special_-_1966_02.JPG,oui,,150: October 1966 – January 1969 / 200: January 1966 – January 1969,80,,Wikipedia EN (CC BY-SA 4.0)
bmw-r18,BMW,bmw,BMW R18,BMW R18,BMW R 18,,BMW R 18,,,,oui,102.0,0,oui,4,BMW R18,Allemagne,allemande,Custom / Cruiser,2020,,1802.0,Flat-twin (boxer),,91.2,67.11,4750,158.0,3000,345.0,tous pleins faits,345.0,345.0,690.0,1731.0,2440.0,964.0,1232.0,16.0,178.64,non,puissance > 35 kW,bicylindre boxer refroidi par air/huile,107.1 × 100 mm,9.6 :1,cardan,acier à double boucle avec entretoises vissées,fourche télescopique / bras oscillant double en acier avec jambe de force centrale,double disque / disque,"3,5"" x 19"" / 5,0"" x 16""",42 mpgus,,,,https://upload.wikimedia.org/wikipedia/commons/4/4e/BMW_R18_First_Edition_front_left_DSC_0272.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q89413366,https://en.wikipedia.org/wiki/BMW_R18,https://fr.wikipedia.org/wiki/BMW_R_18,https://fr.wikipedia.org/wiki/BMW_R_18,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/BMW_R18_First_Edition_front_left_DSC_0272.jpg/960px-BMW_R18_First_Edition_front_left_DSC_0272.jpg,CC BY-SA 4.0,Self-photographed by Bullenwächter,https://commons.wikimedia.org/wiki/File:BMW_R18_First_Edition_front_left_DSC_0272.jpg,oui,,2020–,100,,Wikipedia EN (CC BY-SA 4.0)
norton-650-dominator,Norton,norton,Norton 650 Dominator,Norton 650 Dominator,Norton 650 Dominator,,,,,,oui,101.9,242,non,0,Norton 650 Dominator,Royaume-Uni,britannique,,1962,1967,646.0,,Air,49.7,36.54,6800,,,196.86,à sec,196.86,,,1409.7,,,,,,non,puissance > 35 kW,646 cc air-cooled OHV vertical twin,68 × 89 mm,8.9:1,"Wet clutch, 4-speed, chain drive",Featherbed duplex cradle,Front: telescopic forks / Rear: swinging arm,"Front: 8 in drum, Rear: 7 in drum","3.00x19 front, 3.50x19 rear",,Norton Manxman,Norton Mercury,,https://upload.wikimedia.org/wikipedia/commons/3/36/1962_Norton_650_SS_Dominator.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q107556404,https://en.wikipedia.org/wiki/Norton_650_Dominator,,,https://upload.wikimedia.org/wikipedia/commons/3/36/1962_Norton_650_SS_Dominator.jpg,CC BY-SA 4.0,Yesterdays Antique Motorcycles,https://commons.wikimedia.org/wiki/File:1962_Norton_650_SS_Dominator.jpg,oui,,1962–1967,60,,Wikipedia EN (CC BY-SA 4.0)
peugeot-p115,Peugeot,peugeot,Peugeot P115,Peugeot P115,Peugeot P115,Peugeot P115,Peugeot P115,,,,oui,101.9,41,oui,1,Peugeot P115,France,francaise,,1934,1936,348.7,,,,,,,,150.0,à sec,150.0,,,,,,,,125.0,,,Moteur monocylindre culbuté,,,par chaîne,Simple berceau interrompu,parallélogramme type Webb / rigide,,"3,25 x 19 / 3,25 x 19",,,,,,,https://fr.wikipedia.org/wiki/Peugeot_P115,https://fr.wikipedia.org/wiki/Peugeot_P115,,,,,,inconnu,,1934 - 1936,40,,Wikipédia FR (CC BY-SA 4.0)
benelli-pepe,Benelli,benelli,Benelli Pepe,Benelli Pepe,Benelli Pepe,,,,,,oui,101.8,363,non,3,Benelli Pepe,Italie,italienne,Scooter / Cyclomoteur,1998,2015,,,,,,,,,,,,,,,,,,,,,,50 cm³ / 100 cm³ / 125 cm³,,,,,,,,,,,Renault Specimen / Benelli Andretti M50 (USA),https://upload.wikimedia.org/wikipedia/commons/1/16/Benelli_Pepe.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q11687712,https://en.wikipedia.org/wiki/Benelli_Pepe,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Benelli_Pepe.jpg/960px-Benelli_Pepe.jpg,Public domain,Piotr Biegała (Heavenly),https://commons.wikimedia.org/wiki/File:Benelli_Pepe.jpg,oui,,1998–2015,20,,Wikipedia EN (CC BY-SA 4.0)
matchless-silver-hawk,AMC,amc,Matchless Silver Hawk,AMC Matchless Silver Hawk,AMC Matchless Silver Hawk,,,,,,non,101.5,495,non,2,Matchless Silver Hawk,Royaume-Uni,britannique,Roadster,1931,1931,592.0,V4,,,,,,,172.36,à sec,172.36,,,1422.4,,,,,128.75,,,592 cc OHC 18° V4,,,Four speed Sturmey Archer Gearbox,,,,,75 - 80 mpgimp,,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/Matchless_Silver_Hawk.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1611506,https://en.wikipedia.org/wiki/Matchless_Silver_Hawk,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Matchless_Silver_Hawk.jpg/960px-Matchless_Silver_Hawk.jpg,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:Matchless_Silver_Hawk.jpg,oui,,1931-35,60,,Wikipedia EN (CC BY-SA 4.0)
ariel-3-moped,Ariel,ariel,Ariel 3,Ariel 3,Ariel 3,,,,,,oui,101.5,516,non,0,Ariel 3 (moped),Royaume-Uni,britannique,Scooter / Cyclomoteur,,,50.0,Monocylindre,Air,,,,,,,,,,,,,,,,,,,"50 cc air-cooled, two-stroke, single",,,,,,"Drum, front and rear",,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Ariel_3_cropped.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q19580203,https://en.wikipedia.org/wiki/Ariel_3_(moped),,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Ariel_3_cropped.JPG,CC BY 2.0,"Ariel_3_at_Bourton_On_The_Water_Motor_Museum_-_Flickr_-_mick_-_Lumix.jpg: Mick from Northamptonshire, England derivative",https://commons.wikimedia.org/wiki/File:Ariel_3_cropped.JPG,oui,,,33,,Wikipedia EN (CC BY-SA 4.0)
mv-agusta-500-racers,MV Agusta,mv-agusta,MV Agusta 500 racers,MV Agusta 500 racers,MV Agusta 500 racers,,,,,,oui,101.5,477,non,1,MV Agusta 500 racers,Italie,italienne,Compétition,1950,1976,500.0,,,,,,,,,,,,,,,,,,,,,500 cc,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/MV_Agusta_500_GP_cropped.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q18434276,https://en.wikipedia.org/wiki/MV_Agusta_500_racers,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/MV_Agusta_500_GP_cropped.JPG/960px-MV_Agusta_500_GP_cropped.JPG,CC BY-SA 2.0,KlausNahr derivative work: Rocknrollmancer,https://commons.wikimedia.org/wiki/File:MV_Agusta_500_GP_cropped.JPG,oui,,1950–1976,27,,Wikipedia EN (CC BY-SA 4.0)
honda-st-series-minibike,Honda,honda,1969 ST50 & ST70,Honda 1969 ST50 & ST70,Honda Dax ST70,Honda Dax ST70,Honda Dax,MTL 49 cm3 / MTT1 72 cm3,,,oui,101.0,0,oui,9,Honda ST series (minibike),Japon,japonaise,Minibike,2023,2023,49.0,,,4.6,3.36,9000,,8000,64.0,à sec,64.0,,,1035.0,,,,2.5,45.0,oui,"3.4 kW, 0.052 kW/kg","monocylindre, 4T, refroidi par air",,,Par chaîne,cadre tôle en T,"Fourche télescopique mécanique inversée Dax OT, hydraulique Dax NT / 2 combinés à ressort hydraulique",tambour simple came / tambour simple came,"3,50 x 10″ (90/90/10) / 3,50 x 10″ (90/90/10)",90 km/L @ 25 km/h,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Honda_DT_50_red_vr.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q783569,https://en.wikipedia.org/wiki/Honda_ST_series_(minibike),https://fr.wikipedia.org/wiki/Honda_Dax,https://fr.wikipedia.org/wiki/Honda_Dax,https://upload.wikimedia.org/wikipedia/commons/1/13/Honda_DT_50_red_vr.jpg,CC BY-SA 3.0,Stahlkocher,https://commons.wikimedia.org/wiki/File:Honda_DT_50_red_vr.jpg,oui,"Dax est la dénomination européenne de la série de motos ST du constructeur japonais Honda produite entre 1969 et 1999. Le ST70 est connu en Amérique du Nord sous la dénomination « CT-70 ». Le nom « Dax » vient de la ressemblance du chien teckel, petit et long, surtout avec les oreilles baissées, notamment en position transport avec le guidon replié. En Allemagne où le Dax fut un succès foudroyant dès son lancement, ""Teckel"" se dit ""Dachshund"". Il n'en fallait pas plus pour que ce surnom raccourci ""Dachs"", transformé en ""Dax"" devienne le nom commercial de la machine.",2023+ (ST125),80,,Wikipedia EN (CC BY-SA 4.0)
ducati-monza,Ducati,ducati,Ducati Monza,Ducati Monza,Ducati Monza,,,,,,oui,100.9,152,non,0,Ducati Monza,Italie,italienne,Roadster,1961,1968,,Monocylindre,Air,22.3,16.41,7200,,,125.0,à sec,125.0,,800.0,1320.0,2000.0,800.0,,,128.0,oui,"16.4 kW, 0.131 kW/kg",Air-cooled bevel drive SOHC single cylinder four stroke,74 × 57.8 mm,8:1,"Multiplate wet clutch, 4 speed (1961-64) 5 speed (1965-68)",Single cradle,Front: telescopic forks / Rear: swinging arm,Drum front & rear,Front: 275x18 / Rear: 300x18,,,,,,Q109059427,https://en.wikipedia.org/wiki/Ducati_Monza,,,,,,,inconnu,,1961-1968,73,,Wikipedia EN (CC BY-SA 4.0)
ajs-model-20,AJS,ajs,AJS Model 20,AJS Model 20,AJS Model 20,,,,,,oui,100.9,254,non,1,AJS Model 20,Royaume-Uni,britannique,,1948,1958,498.0,,Air,,,,,,179.17,à sec,179.17,,,,,,,,136.79,,,498 cc air cooled twin,,,Four speed gearbox to chain final drive,,"Teledraulic front fork, swinging arm rear",drum brakes,,,,AJS Model 31,,https://upload.wikimedia.org/wikipedia/commons/a/ab/AJS_Model_20_%281954%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q4652075,https://en.wikipedia.org/wiki/AJS_Model_20,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/AJS_Model_20_%281954%29.jpg/960px-AJS_Model_20_%281954%29.jpg,CC BY 2.0,SG2012,https://commons.wikimedia.org/wiki/File:AJS_Model_20_(1954).jpg,oui,,1948–1958,47,,Wikipedia EN (CC BY-SA 4.0)
