modele_id,marque,marque_id,modele,nom_complet,nom_affichage,nom_fr,titre_fr,type_fr,prix_lancement_eur,prix_source,marche_fr,priorite,vues_60j,a_version_fr,nb_langues,titre_wikipedia,pays_origine,ecole,categorie,annee_debut,annee_fin,cylindree_cc,architecture,refroidissement,puissance_ch,puissance_kw,puissance_tr_min,couple_nm,couple_tr_min,poids_kg,poids_type,poids_sec_kg,poids_tous_pleins_kg,hauteur_selle_mm,empattement_mm,longueur_mm,largeur_mm,hauteur_mm,reservoir_l,vitesse_max_kmh,a2_compatible,a2_detail,moteur,alesage_course,compression,transmission,cadre,suspension,freins,pneus,consommation,predecesseur,successeur,aussi_appele,image_url,wikidata_id,url_wikipedia,url_wikipedia_fr,source_specs_fr,image_vignette,image_licence,image_auteur,image_page,image_utilisable,resume_fr,production_raw,completude_pct,alertes,source
honda-nss250,Honda,honda,Honda NSS250,Honda NSS250,Honda Forza,Honda Forza 125,Honda Forza,Scooter,4599,Wikipedia FR - prix au lancement (2001),oui,84.0,0,oui,4,Honda NSS250,Japon,japonaise,Scooter / Cyclomoteur,2001,2008,249.0,Monocylindre,Liquide,19.3,14.17,7500,21.0,5000,170.1,à sec,170.1,,719.0,1544.0,,,,12.1,136.79,oui,"14.2 kW, 0.083 kW/kg",Monocylindre 4 temps,,,Roue arrière,Tubulure acier,2 amortisseurs réglables / fourche hydraulique ø 33,256 / 240,15 / 14,,Honda Foresight,,Honda Reflex/ Honda Forza/ Honda Jazz,https://upload.wikimedia.org/wikipedia/commons/a/a7/Honda_FORZA1.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q30916016,https://en.wikipedia.org/wiki/Honda_NSS250,https://fr.wikipedia.org/wiki/Honda_Forza,https://fr.wikipedia.org/wiki/Honda_Forza,https://upload.wikimedia.org/wikipedia/commons/a/a7/Honda_FORZA1.JPG,CC BY-SA 4.0,Y Sekiai,https://commons.wikimedia.org/wiki/File:Honda_FORZA1.JPG,oui,"Honda Forza est une gamme de scooters et motos de 125 à 750 cm3 de cylindrée, commercialisée par l'entreprise japonaise Honda. En France, le scooter de cette gamme est proposé à la vente depuis 2015.",2001–2008,100,,Wikipedia EN (CC BY-SA 4.0)
ktm-950-adventure,KTM,ktm,KTM 950 Adventure,KTM 950 Adventure,KTM LC8 Adventure,KTM LC8 Adventure,KTM LC8 Adventure,Trail,,,oui,84.0,0,oui,4,KTM 950 Adventure,Autriche,autrichienne,Trail / Aventure,2003,2006,942.0,V-twin,,103.4,76.06,8000,97.0,6000,206.0,à sec,206.0,,880.0,1570.0,,,,22.0,215.0,non,puissance > 35 kW,"bicylindre en V à 75°, 4 temps refroidissement liquide",100 × 60 mm,11.5:1,par chaîne,treillis tubulaire,fourche télescopique ∅ 48 mm (230 mm) / monoamortisseur (230 mm),"2 disques ∅ 300 mm, étriers 2 pistons / 1 disque ∅ 240 mm, étrier 2 pistons",90/90 x 21 / 150/70 x 18,6.4 L/100km (43 to 24 MPG),,KTM 990 Adventure,KTM LC8 Adventure,https://upload.wikimedia.org/wikipedia/commons/e/e9/KTM_950_ADVENTURE_2004.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q875329,https://en.wikipedia.org/wiki/KTM_950_Adventure,https://fr.wikipedia.org/wiki/KTM_LC8_Adventure,https://fr.wikipedia.org/wiki/KTM_LC8_Adventure,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/KTM_950_ADVENTURE_2004.jpg/960px-KTM_950_ADVENTURE_2004.jpg,CC BY 2.0,Cowgirlonline,https://commons.wikimedia.org/wiki/File:KTM_950_ADVENTURE_2004.jpg,oui,La LC8 Adventure est un modèle de motocyclette produit par le constructeur autrichien KTM.,2003–2006,100,,Wikipedia EN (CC BY-SA 4.0)
suzuki-tu250,Suzuki,suzuki,Suzuki TU250X,Suzuki TU250X,Suzuki TU 125,Suzuki TU 125,Suzuki TU,,,,oui,84.0,0,oui,5,Suzuki TU250,Japon,japonaise,Roadster,1997,2019,249.0,Monocylindre,Air,20.3,14.91,7200,17.0,4500,149.0,tous pleins faits,140.0,149.0,770.0,1375.0,2070.0,750.0,1075.0,12.0,120.7,oui,"14.9 kW, 0.100 kW/kg","monocylindre, 4 temps, refroidi par air",72.0 × 61.2 mm,9.2:1,par chaîne,simple berceau,fourche télescopique (140 mm) / 2 combinés (98 mm),"1 disque ∅ 220 mm, étrier 1 piston / tambour simple came ∅ 130 mm","Tube-type: Cheng Shin, / Front: 90/90-18M/C 51S, / Rear: 110/90-18M/C 61S","82 mpgus claimed, / 64 mpgus tested / 53 mpgus tested",GN250,,Suzuki ST250,https://upload.wikimedia.org/wikipedia/commons/8/8b/2010_Suzuki_TU250X_at_Aurora_Suzuki_2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1093599,https://en.wikipedia.org/wiki/Suzuki_TU250,https://fr.wikipedia.org/wiki/Suzuki_TU,https://fr.wikipedia.org/wiki/Suzuki_TU,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/2010_Suzuki_TU250X_at_Aurora_Suzuki_2.jpg/960px-2010_Suzuki_TU250X_at_Aurora_Suzuki_2.jpg,CC BY 3.0,Dbratland,https://commons.wikimedia.org/wiki/File:2010_Suzuki_TU250X_at_Aurora_Suzuki_2.jpg,oui,"La TU est une gamme de petites motos du constructeur japonais Suzuki. En France, elle se décline en deux cylindrées, 125 (appelée TU 125 X ou TU 125 Super Classic) et 250 cm3 (appelée TU 250 X Volty).",1997–2019,100,,Wikipedia EN (CC BY-SA 4.0)
yamaha-sr400-sr500,Yamaha,yamaha,Yamaha SR400 & SR500,Yamaha SR400 & SR500,Yamaha SR400 et SR500,Yamaha SR500,Yamaha SR400 et SR500,Roadster,,,oui,84.0,0,oui,7,Yamaha SR400 & SR500,Japon,japonaise,Roadster,1978,2021,499.0,Monocylindre,Air,32.0,23.5,6500,36.3,5500,158.0,à sec,158.0,,810.0,1405.0,2105.0,845.0,1155.0,12.0,146.0,oui,"23.5 kW, 0.149 kW/kg",monocylindre 4-temps refroidi par air,87 × 84 mm,9.0:1,par chaîne,double berceau,fourche télescopique / 2 combinés ajustables,disque ou tambour simple came / disque ou tambour simple came,"3,50-19 ou 3,50-18 / 4,00-18",4.8 L/100km,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Yamaha_SR400.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q365748,https://en.wikipedia.org/wiki/Yamaha_SR400_&_SR500,https://fr.wikipedia.org/wiki/Yamaha_SR400_et_SR500,https://fr.wikipedia.org/wiki/Yamaha_SR400_et_SR500,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Yamaha_SR400.jpg/960px-Yamaha_SR400.jpg,Public domain,TTTNIS,https://commons.wikimedia.org/wiki/File:Yamaha_SR400.jpg,oui,"Les Yamaha SR400 (1978 - 2018) et SR500 (1978 - 1999) sont des motos monocylindres, refroidies par air, fabriquées au Japon par Yamaha Motor Company. Ces deux modèles sont des versions urbaines de la Yamaha XT 500, avec une position de conduite de roadster et un style ressemblant aux motos japonaises universelles des années 1970.",1978−2021,100,,Wikipedia EN (CC BY-SA 4.0)
bmw-k1,BMW,bmw,BMW K1,BMW K1,BMW K1,,BMW K1,,,,oui,84.0,0,oui,4,BMW K1,Allemagne,allemande,Routière / GT,1988,1993,987.0,4 cylindres en ligne,Liquide,101.4,74.57,8000,100.33,6750,234.0,à sec,234.0,,780.0,1565.0,2160.0,720.0,1170.0,22.0,230.14,non,puissance > 35 kW,"4 cylindres en ligne, 4 temps refroidissement liquide",67 × 70 mm,11.0:1,par cardan,treillis tubulaire,"fourche télescopique ∅ 41,5 mm / Paralever","2 disques ∅ 305 mm, étriers 4 pistons / 1 disque ∅ 285 mm, étrier 2 pistons",120/70 x 17 / 160/60 x 18,44 mpgimp to 55 mpgimp,K100,,,https://upload.wikimedia.org/wikipedia/commons/2/2b/BMW_K1_blue_1993_r_TCE.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q266952,https://en.wikipedia.org/wiki/BMW_K1,https://fr.wikipedia.org/wiki/BMW_K1,https://fr.wikipedia.org/wiki/BMW_K1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/BMW_K1_blue_1993_r_TCE.jpg/960px-BMW_K1_blue_1993_r_TCE.jpg,CC BY-SA 3.0,Stahlkocher,https://commons.wikimedia.org/wiki/File:BMW_K1_blue_1993_r_TCE.jpg,oui,,"1988–1993 (6,921 units)",100,,Wikipedia EN (CC BY-SA 4.0)
honda-vfr750r,Honda,honda,VFR750R,Honda VFR750R,Honda VFR 750 R RC30,Honda VFR 750 R RC30,Honda VFR 750 R RC30,Sportive,,,oui,84.0,0,oui,3,Honda VFR750R,Japon,japonaise,Sportive,1987,1990,748.0,V4,Liquide,77.0,56.63,9500,69.63,7000,221.35,tous pleins faits,180.0,221.35,785.0,1409.7,2045.0,700.0,1100.0,18.0,246.23,non,puissance > 35 kW,"V4 à 90°, 4T, refroidissement liquide",70.0 × 48.6 mm,11.0:1,par chaîne,périmétrique,fourche télescopique ∅ 43 mm / monoamortisseur,"2 disques ∅ 310 mm, étriers 4 pistons / disque ∅ 220 mm, étrier 2 pistons",120/70 x 17 / 170/60 x 18,,,Honda RVF750,Honda RC30,https://upload.wikimedia.org/wikipedia/commons/4/47/HondaVFR750R.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1626717,https://en.wikipedia.org/wiki/Honda_VFR750R,https://fr.wikipedia.org/wiki/Honda_VFR_750_R_RC30,https://fr.wikipedia.org/wiki/Honda_VFR_750_R_RC30,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/HondaVFR750R.jpg/960px-HondaVFR750R.jpg,CC BY-SA 4.0,HONDA RC30,https://commons.wikimedia.org/wiki/File:HondaVFR750R.jpg,oui,"La VFR 750 R RC30 est un modèle de moto sportive, construite par la firme japonaise Honda. La RC30 est présentée à l'occasion de la course d'endurance des 8 Heures de Suzuka le 26 juillet 1987. Elle reprend l'esthétique de la RVF qui écume les circuits. Elle utilise le moteur V4 de la VFR 750 F, retravaillé pour offrir plus de puissance. Les carters sont en magnésium pour gagner en légèreté. Les bielles sont fabriquées en titane. Le monobras oscillant en aluminium est un héritage du partenariat entre Honda et Elf. Les éléments de carrosserie sont réalisés à la main, en FRB (Fiber Reinforced Plastic), plus résistant et léger que le plastique classique. C'est dans l'usine du service compétition de Honda, le HRC situé à Hamamatsu, que la RC30 est assemblée à la main. Le freinage est assuré à l'avant par deux disques flottants de 310 mm de diamètre mordus par des étriers Nissin à quatre pist",1987-1990,100,,Wikipedia EN (CC BY-SA 4.0)
bimota-v-due,Bimota,bimota,Bimota V Due,Bimota V Due,Bimota V-Due,Bimota V-Due,Bimota V-Due,Sportive,,,oui,84.0,0,oui,3,Bimota V Due,Italie,italienne,Sportive,1997,2005,499.0,V-twin,Liquide,106.5,78.3,9000,90.0,8000.0,171.0,tous pleins faits,160.0,171.0,817.88,1330.96,,,,20.0,265.54,non,puissance > 35 kW,"bicylindre en V à 90°, 2 temps refroidissement liquide",72.0 × 61.25 mm,12.0:1,par chaîne,périmétrique,fourche télescopique PAIOLI ∅ 46 mm / monoamortisseur,"2 disques ∅ 320 mm, étriers 4 pistons / 1 disque ∅ 230 mm, étrier 2 pistons",120/70 x 17 / 180/55 x 17,,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/Bimota_Vdue.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q2903865,https://en.wikipedia.org/wiki/Bimota_V_Due,https://fr.wikipedia.org/wiki/Bimota_V-Due,https://fr.wikipedia.org/wiki/Bimota_V-Due,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Bimota_Vdue.jpg/960px-Bimota_Vdue.jpg,CC BY 2.0,https://www.flickr.com/photos/varintsai/,https://commons.wikimedia.org/wiki/File:Bimota_Vdue.jpg,oui,"La V-Due est un modèle de motocyclette de la marque italienne Bimota. La V-Due fait sensation lors de sa présentation au salon de Cologne en 1996. C'est le premier modèle, et à ce jour le seul, qui utilise un moteur créé par la firme de Rimini. Ce moteur, tout comme l'esthétique générale de la machine, sont l'œuvre de l'ingénieur Pier Luigi Marconi. C'est un bicylindre en V ouvert à 90°, deux temps, de 500 cm³, à refroidissement liquide. Il est donné pour 110 chevaux et 9 mkg, pour un poids à sec de 160 kg. Il utilise six lumières d'admission et trois lumières d'échappement. Le développement de ce moteur a duré six ans, initialement prévu pour équiper une machine de 500 GP. L'investissement financier étant trop important, ce moteur sera implanté dans une machine routière. Il est alimenté par une injection électronique. Ce système permet d'améliorer la combustion de l'essence, celle-ci ét",1997 - 2005,100,,Wikipedia EN (CC BY-SA 4.0)
honda-cb1000-super-four,Honda,honda,Honda CB1000 Super Four,Honda CB1000 Super Four,Honda CB 1000 Big One,Honda CB 1000 Big One,Honda CB 1000 Big One,Roadster,,,oui,84.0,0,oui,7,Honda CB1000 Super Four,Japon,japonaise,Roadster,1992,1998,998.0,4 cylindres en ligne,Liquide,99.0,72.85,8250,89.48,5750,262.0,tous pleins faits,246.0,262.0,790.0,1540.0,2220.0,785.0,1130.0,22.0,222.09,non,puissance > 35 kW,"4 cylindres en ligne, 4 temps refroidissement liquide",77.0 × 53.6 mm,10.0:1,par chaîne,double berceau,fourche télescopique Ø 43 mm / 2 combinés,"2 disques Ø 310 mm, étriers 4 pistons / 1 disque Ø 276 mm, étrier 1 piston",120/70 x 18 / 170/60 x 18,6.9 L/100km,Honda CB1100F,Honda CB1300 Super Four,,https://upload.wikimedia.org/wikipedia/commons/0/0b/CB1000_SUPER_FOUR_1993Model.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3139926,https://en.wikipedia.org/wiki/Honda_CB1000_Super_Four,https://fr.wikipedia.org/wiki/Honda_CB_1000_Big_One,https://fr.wikipedia.org/wiki/Honda_CB_1000_Big_One,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/CB1000_SUPER_FOUR_1993Model.JPG/960px-CB1000_SUPER_FOUR_1993Model.JPG,CC BY-SA 4.0,H-S sc30,https://commons.wikimedia.org/wiki/File:CB1000_SUPER_FOUR_1993Model.JPG,oui,"La CB 1000 Big One est un modèle de motocyclette du constructeur japonais Honda. Elle arrive en succession de la Honda CB 900 Bol d'Or en 1993. La base du moteur provient de la CBR 1000 F et a été adapté à une partie cycle plus confortable. Le moteur délivre une puissance de 98 chevaux à 8 500 tr/min et un couple de 8,9 mkg à 6 000 tr/min. La CB 1000 Big One reste au catalogue durant 6 ans. Elle est remplacée dans un premier temps par la Honda X-11 puis en 2003 par la CB 1300 Super Four. La Big One est également la monture d'Édouard Bracame, dans la bande dessinée Joe Bar Team.",1992–1998,100,,Wikipedia EN (CC BY-SA 4.0)
triumph-bonneville-t100,Triumph Motorcycles Ltd,triumph-motorcycles-ltd,Triumph Bonneville T100,Triumph Bonneville T100,Triumph Bonneville T100,Bonneville T100,Triumph Bonneville T100,Roadster,,,oui,84.0,0,oui,4,Triumph Bonneville T100,Royaume-Uni,britannique,Roadster,2002,2017,865.0,Twin parallèle,Liquide,61.8,45.49,7400,79.99,3230,229.52,tous pleins faits,204.57,229.52,774.7,1501.14,2230.12,739.14,1099.82,14.5,185.07,non,puissance > 35 kW,"bicylindre 4T, refroidissement par air et huile",90 × 68 mm / 84.6 × 80 mm,,chaîne,périmétrique tubulaire en acier,fourche télescopique / 2 amortisseurs réglables,"1 disque, ∅ 310 mm / 1 disque, ∅ 255 mm",100/90 x 18 / 150/70 x 17,,,,"""Bonnie""",https://upload.wikimedia.org/wikipedia/commons/b/bf/Triumph_Bonneville_T100_2008.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7844497,https://en.wikipedia.org/wiki/Triumph_Bonneville_T100,https://fr.wikipedia.org/wiki/Triumph_Bonneville_T100,https://fr.wikipedia.org/wiki/Triumph_Bonneville_T100,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Triumph_Bonneville_T100_2008.JPG/960px-Triumph_Bonneville_T100_2008.JPG,CC BY 3.0,TR001,https://commons.wikimedia.org/wiki/File:Triumph_Bonneville_T100_2008.JPG,oui,"La Bonneville T100 est une moto conçue et construite par Triumph Motorcycles Ltd à Hinckley, Leicestershire, au Royaume-Uni.",2002–2004 790 cc / 2005–2016 865 cc / 2017 on 900 cc,100,,Wikipedia EN (CC BY-SA 4.0)
harley-davidson-vrsc,Harley-Davidson,harley-davidson,Harley-Davidson VRSC,Harley-Davidson VRSC,Harley-Davidson V-Rod,Harley-Davidson V-Rod,Harley-Davidson V-Rod,Custom,19370,Wikipedia FR - prix au lancement (2002),oui,84.0,0,oui,6,Harley-Davidson VRSC,États-Unis,américaine,Custom / Cruiser,2002,2017,1131.0,V-twin,Liquide,104.6,76.96,8250,97.62,7000,270.0,à sec,270.0,,688.34,1701.8,2397.76,,1224.28,14.0,240.0,non,puissance > 35 kW,"bicylindre en V à 60°, 4 temps, refroidissement liquide",100 × 72 mm / 105 × 72 mm,11.5:1,par courroie,double berceau,fourche télescopique (100 mm) / 2 combinés (60 mm),"2 disques ∅ 292 mm, étriers 4 pistons / disque ∅ 292 mm, étrier 4 pistons",120/70 x 19 / 180/55 x 18,Highway: 40 mpgus / City: 31 mpgus,,,"V-Rod, Night-Rod, Street-Rod, V-Rod Muscle",https://upload.wikimedia.org/wikipedia/commons/1/13/Harley_5-06.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q2628997,https://en.wikipedia.org/wiki/Harley-Davidson_VRSC,https://fr.wikipedia.org/wiki/Harley-Davidson_V-Rod,https://fr.wikipedia.org/wiki/Harley-Davidson_V-Rod,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Harley_5-06.jpg/960px-Harley_5-06.jpg,Public domain,,https://commons.wikimedia.org/wiki/File:Harley_5-06.jpg,oui,"La V-Rod est un modèle de moto du constructeur américain Harley-Davidson. En 2001, Harley-Davidson fait sensation en présentant, pour la première fois dans sa gamme, un moteur à refroidissement liquide. C'est toujours un bicylindre en V, mais pour la première fois chez le constructeur de Milwaukee, ce bloc est à refroidissement liquide. Conçu en partenariat avec Porsche ce moteur « Revolution » a une cylindrée de 1 130 cm³. La moto qui utilise ce moteur s'appelle la « VRSCA V-Rod ».",2002–2017,100,,Wikipedia EN (CC BY-SA 4.0)
honda-z-series,Honda,honda,Honda Z series,Honda Z series,Honda Monkey,Honda Monkey ou Z series,Honda Monkey,Mini-moto,,,oui,84.0,0,oui,10,Honda Z series,Japon,japonaise,Minibike,1961,1999,49.0,Monocylindre,Air,9.3,6.84,6750.0,10.7,,104.0,à sec,104.0,,775.0,1145.0,,,,5.6,100.0,oui,"6.8 kW, 0.066 kW/kg","Monocylindre 4 temps, simple ACT et 2 soupapes; refroidi par air",,,Chaîne,Tubulaire double berceau,Fourche inversée / Double combiné amortisseur,"Simple disque 220 mm, avec étrier 2 pistons / Simple disque 190 mm, avec étrier simple piston","12"" / 12""",,Honda Super Cub,Honda Ape,Monkey Bike,https://upload.wikimedia.org/wikipedia/commons/5/57/Honda_Z50M.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1626628,https://en.wikipedia.org/wiki/Honda_Z_series,https://fr.wikipedia.org/wiki/Honda_Monkey,https://fr.wikipedia.org/wiki/Honda_Monkey,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Honda_Z50M.jpg/960px-Honda_Z50M.jpg,Public domain,Holger Sahlmann,https://commons.wikimedia.org/wiki/File:Honda_Z50M.jpg,oui,"Le Honda Monkey est une moto du constructeur japonais Honda, née en 1961 sous le type Z100 créé pour le circuit de Suzuka. Il était équipé d'un moteur 4-temps monocylindrique de 49 cm3 à ses débuts. Son poids était d'environ 40 kg et sa taille réduite permet le transport dans un coffre de voiture. Depuis 2018, le Monkey développe 125 cm3 et pèse 104 kg. La plupart des monkey possèdent le même moteur que le Dax et que d'autres modèles de la marque (SS 50, C50, Chaly...) À partir de 2018 une version 125 cm3 du Monkey est re-commercialisé à l'échelle mondiale . En raison de ses prix de vente élevés, le Monkey est copié par de nombreux constructeurs notamment chinois réalisant des copies de qualité moindre mais vendues bien moins chères. Le Monkey est très populaire dans les stations balnéaires huppées. Le Monkey type Z50A de John Lennon et Ringo Starr a été vendu 64 000 euros en 2018.",1961-1999,100,,Wikipedia EN (CC BY-SA 4.0)
triumph-trophy,Triumph Motorcycles Ltd,triumph-motorcycles-ltd,Triumph Trophy,Triumph Trophy,Triumph Trophy,,Triumph Trophy,,,,oui,83.5,0,oui,4,Triumph Trophy,Royaume-Uni,britannique,Routière / GT,2012,2017,1215.0,,Liquide,,,,,,301.0,tous pleins faits,,301.0,800.0,1542.0,2235.0,975.0,1555.0,26.0,,,,"1215 cc Liquid-cooled, 12 valve, DOHC, in-line 3-cylinder",85 × 71.4 mm,,6-speed shaft drive,Aluminium beam twin-spar,"Front - WP 43 mm upside down forks, manually adjustable rebound damping, with 130 mm travel. / SE - WP 43 mm upside down forks, electronically adjustable rebound damping (sport/normal/comfort) with 127 mm travel. Rear - WP monoshock with remote oil r","Combined braking system / ABS / Front: Twin 320 mm discs, Nissin 4-piston callipers / Rear: Single 282 mm disc, Nissin 2-piston calliper",Front: 120/70 ZR17 / Rear: 190/55 ZR17,,Triumph Trophy 1200,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/2013_Pacific_Blue_Triumph_Trophy_SE.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3539723,https://en.wikipedia.org/wiki/Triumph_Trophy,https://fr.wikipedia.org/wiki/Triumph_Trophy,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/2013_Pacific_Blue_Triumph_Trophy_SE.jpg/960px-2013_Pacific_Blue_Triumph_Trophy_SE.jpg,CC BY-SA 3.0,Uberchuckie,https://commons.wikimedia.org/wiki/File:2013_Pacific_Blue_Triumph_Trophy_SE.jpg,oui,,2012–2017,73,,Wikipedia EN (CC BY-SA 4.0)
bmw-c-evolution,BMW,bmw,BMW C evolution,BMW C evolution,BMW C evolution,BMW C evolution,BMW C evolution,Scooter électrique,15400,Wikipedia FR - prix au lancement (2014),oui,83.5,0,oui,4,BMW C evolution,Allemagne,allemande,Scooter / Cyclomoteur,2014,2021,,,,48.0,35.3,4650.0,,,265.0,à sec,265.0,,780.0,1594.0,,,,,120.0,non,puissance > 35 kW,moteur synchrone,,,par courroie crantée,boîtier en aluminium porteur,"fourche inversée / monobras, amortisseur latéral","2 disques ∅ 270 mm, étriers 2 pistons / 1 disque ∅ 270 mm, étriers 2 pistons","15″, 120/70 / 15″, 160/60",,BMW C1,BMW CE 04,,https://upload.wikimedia.org/wikipedia/commons/9/94/BMW_C_Evolution_2014-05-25.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q796425,https://en.wikipedia.org/wiki/BMW_C_evolution,https://fr.wikipedia.org/wiki/BMW_C_evolution,https://fr.wikipedia.org/wiki/BMW_C_evolution,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/BMW_C_Evolution_2014-05-25.jpg/960px-BMW_C_Evolution_2014-05-25.jpg,CC BY-SA 3.0,Bergfalke2,https://commons.wikimedia.org/wiki/File:BMW_C_Evolution_2014-05-25.jpg,oui,"Le BMW C evolution est un scooter électrique fabriqué par BMW, sorti en 2014.",2014-2021,73,,Wikipedia EN (CC BY-SA 4.0)
yamaha-fzr1000,Yamaha,yamaha,Yamaha FZR1000,Yamaha FZR1000,Yamaha FZR 1000,FZR 1000,Yamaha FZR 1000,Sportive,,,oui,83.0,0,oui,10,Yamaha FZR1000,Japon,japonaise,Sportive,1987,1995,1003.0,4 cylindres en ligne,Liquide,150.0,110.36,10000,106.9,8500,236.0,tous pleins faits,209.0,236.0,770.0,1460.0,,,,19.0,,non,puissance > 35 kW,"1,003 cc (61.2 in3) liquid-cooled inline four-cylinder. 20-valve",75.5 × 56 mm,,"Close-ratio 5-speed constant-mesh sequential manual, chain-drive",,,,,,Yamaha FZ750,YZF1000R Thunderace,,https://upload.wikimedia.org/wikipedia/commons/7/77/YAMAHA_FZR1000_1991.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q663336,https://en.wikipedia.org/wiki/Yamaha_FZR1000,https://fr.wikipedia.org/wiki/Yamaha_FZR_1000,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/YAMAHA_FZR1000_1991.JPG/960px-YAMAHA_FZR1000_1991.JPG,CC BY-SA 3.0,Kuro8124,https://commons.wikimedia.org/wiki/File:YAMAHA_FZR1000_1991.JPG,oui,La Yamaha FZR 1000 est un modèle de moto du constructeur japonais Yamaha Motor Company produit de 1987 à 1995.,1987-1995,80,,Wikipedia EN (CC BY-SA 4.0)
norton-commando,Norton,norton,Norton Commando,Norton Commando,Norton Commando,Norton Commando,Norton Commando,,,,oui,83.0,0,oui,5,Norton Commando,Royaume-Uni,britannique,Sportive,,,745.0,Twin parallèle,Air,58.8,43.25,6800,,5000.0,190.51,à sec,190.51,,863.6,1441.45,2222.5,660.4,,10.0,185.07,non,puissance > 35 kW,"bicylindre en ligne, 4-temps, refroidi par air",,,par chaîne,,fourche télescopique / 2 combinés,tambour puis 1 disque / Tambour,,,,,"SS, Hi-Rider, 850 Roadster, 850 Interstate",https://upload.wikimedia.org/wikipedia/commons/e/e1/Norton_850_Commando_1973.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q730833,https://en.wikipedia.org/wiki/Norton_Commando,https://fr.wikipedia.org/wiki/Norton_Commando,https://fr.wikipedia.org/wiki/Norton_Commando,https://upload.wikimedia.org/wikipedia/commons/e/e1/Norton_850_Commando_1973.jpg,CC BY-SA 3.0,Piero at Dutch Wikipedia,https://commons.wikimedia.org/wiki/File:Norton_850_Commando_1973.jpg,oui,La Commando est un modèle de moto du constructeur britannique Norton.,,80,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-concours,Kawasaki,kawasaki,Kawasaki Concours,Kawasaki Concours,Kawasaki 1000 GTR,Kawasaki 1000 GTR,Kawasaki 1000 GTR,,,,oui,83.0,0,oui,6,Kawasaki Concours,Japon,japonaise,Routière / GT,1986,2006,997.0,,Liquide,,,,,,304.59,tous pleins faits,270.0,304.59,787.4,1554.48,,,,28.0,220.0,,,"4 cylindres en ligne, , refroidissement liquide",74.0 × 58.0 mm,,par cardan,périmétrique,fourche télescopique / monoamortisseur,"2 disques Ø 300 mm, étriers 2 pistons / disque Ø 270 mm, étrier 1 piston",Front: 120/70VR18 / Rear: 150/80VR16,,,Kawasaki 1400GTR (Concours 14),Kawasaki GTR1000/ZG1000,https://upload.wikimedia.org/wikipedia/commons/e/e8/2004Concours.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q750037,https://en.wikipedia.org/wiki/Kawasaki_Concours,https://fr.wikipedia.org/wiki/Kawasaki_1000_GTR,https://fr.wikipedia.org/wiki/Kawasaki_1000_GTR,https://upload.wikimedia.org/wikipedia/commons/e/e8/2004Concours.jpg,Public domain,Geo alger at English Wikipedia,https://commons.wikimedia.org/wiki/File:2004Concours.jpg,oui,"La 1000 GTR est un modèle de moto du constructeur japonais Kawasaki. La 1000 GTR apparaît en 1986. Le moteur délivre 108 ch à 9 500 tr/min et 10 kg m de couple dans sa version d'origine. Ces valeurs sont ramenées à 100 ch à 9 000 tr/min et 9,5 kg m de couple en France. Cette moto de grand tourisme est agile (au-dessus de 5 km/h) ; elle est équipée d'un carénage complet, son grand saute-vent protège lors des étapes autoroutières, les doubles sacoches verrouillables permettent l'emport de bagages. Elle est également connue aux États-Unis sous le nom de « Concours ». Portail de la moto Portail du Japon",1986–2006,80,,Wikipedia EN (CC BY-SA 4.0)
